"","X","Speaker","Gloss","Date"
"531",579,"MOT","xxx funny ?","30-OCT-1963"
"532",580,"CHI","xxx yyy kikic .","30-OCT-1963"
"533",581,"CHI","kikic .","30-OCT-1963"
"534",582,"MOT","kikic yeah .","30-OCT-1963"
"535",583,"CHI","horsie .","30-OCT-1963"
"536",584,"MOT","horsie .","30-OCT-1963"
"537",585,"CHI","eye .","30-OCT-1963"
"538",586,"MOT","his eye yeah .","30-OCT-1963"
"539",587,"CHI","eye .","30-OCT-1963"
"540",588,"MOT","what's this ?","30-OCT-1963"
"541",589,"CHI","that horsie .","30-OCT-1963"
"542",590,"MOT","that's a horsie but what's this ?","30-OCT-1963"
"543",591,"CHI","that's horsie .","30-OCT-1963"
"544",592,"MOT","horsie's what ?","30-OCT-1963"
"545",593,"CHI","I ride horsie .","30-OCT-1963"
"546",594,"CHI","horsie .","30-OCT-1963"
"547",595,"MOT","horsie's what ?","30-OCT-1963"
"548",596,"CHI","I ride he .","30-OCT-1963"
"549",597,"CHI","horsie horsie .","30-OCT-1963"
"550",598,"CHI","ride horsie .","30-OCT-1963"
"551",599,"MOT","yeah but what's this ?","30-OCT-1963"
"552",600,"MOT","horsie's what ?","30-OCT-1963"
"553",601,"CHI","I ride horsie .","30-OCT-1963"
"554",602,"CHI","ride horsie .","30-OCT-1963"
"555",603,"MOT","what's that ?","30-OCT-1963"
"556",604,"MOT","doggy's what ?","30-OCT-1963"
"557",605,"CHI","doggy doggy doggy .","30-OCT-1963"
"558",606,"MOT","doggy's what ?","30-OCT-1963"
"559",607,"MOT","doggy's xxx .","30-OCT-1963"
"560",608,"CHI","doggy .","30-OCT-1963"
"561",609,"CHI","nice doggy .","30-OCT-1963"
"562",610,"MOT","nice doggy .","30-OCT-1963"
"563",611,"MOT","you're to love the doggy .","30-OCT-1963"
"564",612,"CHI","yeah .","30-OCT-1963"
"565",613,"MOT","yeah .","30-OCT-1963"
"566",614,"MOT","he's there huh .","30-OCT-1963"
"567",615,"CHI","Mummy .","30-OCT-1963"
"568",616,"MOT","what ?","30-OCT-1963"
"569",617,"CHI","xxx doggy .","30-OCT-1963"
"570",618,"CHI","Mommy .","30-OCT-1963"
"571",619,"MOT","that's the doctor .","30-OCT-1963"
"572",620,"CHI","doctor .","30-OCT-1963"
"573",621,"MOT","that Dr Marx ?","30-OCT-1963"
"574",622,"CHI","Dr Marx ?","30-OCT-1963"
"575",623,"MOT","hm ?","30-OCT-1963"
"576",624,"CHI","kikic .","30-OCT-1963"
"577",625,"CHI","duckie .","30-OCT-1963"
"578",626,"MOT","duckie yeah .","30-OCT-1963"
"579",627,"CHI","duckie .","30-OCT-1963"
"580",628,"CHI","a eye .","30-OCT-1963"
"581",629,"MOT","what ?","30-OCT-1963"
"582",630,"CHI","a eye .","30-OCT-1963"
"583",631,"MOT","an egg .","30-OCT-1963"
"584",632,"MOT","yeah .","30-OCT-1963"
"585",633,"CHI","right there Mommy .","30-OCT-1963"
"586",634,"MOT","hm ?","30-OCT-1963"
"587",635,"CHI","right there Mommy .","30-OCT-1963"
"588",636,"MOT","right there ?","30-OCT-1963"
"589",637,"MOT","what's right there ?","30-OCT-1963"
"590",638,"CHI","xxx .","30-OCT-1963"
"591",639,"CHI","Mommy .","30-OCT-1963"
"592",640,"CHI","mine .","30-OCT-1963"
"593",641,"CHI","mine .","30-OCT-1963"
"594",642,"MOT","mine ?","30-OCT-1963"
"595",643,"MOT","no .","30-OCT-1963"
"596",644,"CHI"," that .","30-OCT-1963"
"597",645,"CHI","see that .","30-OCT-1963"
"598",646,"MOT","yeah .","30-OCT-1963"
"599",647,"CHI","mine .","30-OCT-1963"
"600",648,"MOT","mhm .","30-OCT-1963"
"601",649,"CHI","see there .","30-OCT-1963"
"602",650,"CHI","Mommy .","30-OCT-1963"
"603",651,"CHI","xxx .","30-OCT-1963"
"604",652,"CHI","see there Mommy .","30-OCT-1963"
"605",653,"MOT","isn't that nice ?","30-OCT-1963"
"606",654,"CHI","xxx .","30-OCT-1963"
"607",655,"MOT","0 .","30-OCT-1963"
"608",656,"CHI","Mommy .","30-OCT-1963"
"609",657,"MOT","yeah what's that ?","30-OCT-1963"
"610",658,"CHI","a chair .","30-OCT-1963"
"611",659,"CHI","a key .","30-OCT-1963"
"612",660,"CHI","xxx .","30-OCT-1963"
"613",661,"MOT","what's that ?","30-OCT-1963"
"614",662,"CHI","my hand .","30-OCT-1963"
"615",663,"MOT","your hand uhhuh .","30-OCT-1963"
"616",664,"CHI","xxx horsie .","30-OCT-1963"
"617",665,"CHI","xxx more horsie .","30-OCT-1963"
"618",666,"CHI","more horsie .","30-OCT-1963"
"619",667,"CHI","ride horsie .","30-OCT-1963"
"620",668,"CHI","I ride horsie .","30-OCT-1963"
"621",669,"CHI","I ride horsie .","30-OCT-1963"
"622",670,"CHI","I ride horsie .","30-OCT-1963"
"623",671,"MOT","you like to ride the horsie ?","30-OCT-1963"
"624",672,"CHI","I ride horsie xxx .","30-OCT-1963"
"625",673,"CHI","I ride horsie xxx .","30-OCT-1963"
"626",674,"CHI","xxx .","30-OCT-1963"
"627",675,"CHI","Mummy .","30-OCT-1963"
"628",676,"CHI","xxx .","30-OCT-1963"
"629",677,"CHI","monkey .","30-OCT-1963"
"630",678,"MOT","monkey yup .","30-OCT-1963"
"631",679,"CHI","doggy .","30-OCT-1963"
"632",680,"MOT","doggy .","30-OCT-1963"
"633",681,"MOT","hm ?","30-OCT-1963"
"634",682,"CHI","doggy .","30-OCT-1963"
"635",683,"MOT","donkey ?","30-OCT-1963"
"636",684,"CHI","xxx donkey .","30-OCT-1963"
"637",685,"CHI","doggy .","30-OCT-1963"
"638",686,"MOT","horsie .","30-OCT-1963"
"639",687,"CHI","horsie .","30-OCT-1963"
"640",688,"MOT","horsie .","30-OCT-1963"
"641",689,"CHI"," there .","30-OCT-1963"
"642",690,"CHI","see there Mommy .","30-OCT-1963"
"643",691,"MOT","hm ?","30-OCT-1963"
"644",692,"CHI","see there Mommy .","30-OCT-1963"
"645",693,"CHI","kikuc ?","30-OCT-1963"
"646",694,"CHI","kikuc Mommy ?","30-OCT-1963"
"647",695,"CHI","kikuc ?","30-OCT-1963"
"648",696,"CHI"," there .","30-OCT-1963"
"649",697,"MOT","I don't know .","30-OCT-1963"
"650",698,"MOT","that's an elephant .","30-OCT-1963"
"651",699,"CHI","hm ?","30-OCT-1963"
"652",700,"CHI","huh ?","30-OCT-1963"
"653",701,"CHI","xxx .","30-OCT-1963"
"654",702,"CHI","see that .","30-OCT-1963"
"655",703,"CHI","bird ?","30-OCT-1963"
"656",704,"CHI","a bird Mummy ?","30-OCT-1963"
"657",705,"MOT","hm ?","30-OCT-1963"
"658",706,"CHI","bird ?","30-OCT-1963"
"659",707,"MOT","bird yeah .","30-OCT-1963"
"660",708,"CHI","see that .","30-OCT-1963"
"661",709,"MOT","what's that ?","30-OCT-1963"
"662",710,"CHI","a duckie .","30-OCT-1963"
"663",711,"MOT","a duckie .","30-OCT-1963"
"664",712,"MOT","yeah .","30-OCT-1963"
"665",713,"CHI","a dab dab dab dab dab dab dab dab dab xxx .","30-OCT-1963"
"666",714,"CHI","xxx .","30-OCT-1963"
"667",715,"CHI","dadadab dadadab .","30-OCT-1963"
"668",716,"CHI","girl .","30-OCT-1963"
"669",717,"CHI","xxx .","30-OCT-1963"
"670",718,"CHI","xxx girl .","30-OCT-1963"
"671",719,"CHI","girl .","30-OCT-1963"
"672",720,"MOT","girl ?","30-OCT-1963"
"673",721,"CHI","xxx .","30-OCT-1963"
"674",722,"MOT","hm ?","30-OCT-1963"
"675",723,"CHI","xxx .","30-OCT-1963"
"676",724,"MOT","what's in the other book ?","30-OCT-1963"
"677",725,"CHI","xxx .","30-OCT-1963"
"678",726,"CHI","I got book .","30-OCT-1963"
"679",727,"CHI","I got book .","30-OCT-1963"
"680",728,"MOT","-um .","30-OCT-1963"
"681",729,"CHI","I got book .","30-OCT-1963"
"682",730,"CHI","xxx Mommy .","30-OCT-1963"
"683",731,"CHI","I got book .","30-OCT-1963"
"684",732,"CHI","xxx .","30-OCT-1963"
"685",733,"CHI","a bug .","30-OCT-1963"
"686",734,"MOT","bug yeah .","30-OCT-1963"
"687",735,"CHI","bite .","30-OCT-1963"
"688",736,"CHI","a yyy there Mommy .","30-OCT-1963"
"689",737,"MOT","hm ?","30-OCT-1963"
"690",738,"CHI","yyy Mommy ?","30-OCT-1963"
"691",739,"MOT","yeah .","30-OCT-1963"
"692",740,"CHI","I want a bottle .","30-OCT-1963"
"693",741,"CHI","xxx Mummy .","30-OCT-1963"
"694",742,"CHI","xxx .","30-OCT-1963"
"695",743,"CHI","xxx read .","30-OCT-1963"
"696",744,"CHI","read Mommy .","30-OCT-1963"
"697",745,"CHI","read .","30-OCT-1963"
"698",746,"MOT","why don't you read .","30-OCT-1963"
"699",747,"MOT","you read you pick out the things in the book .","30-OCT-1963"
"700",748,"CHI","read xxx .","30-OCT-1963"
"701",749,"MOT","where's the momma ?","30-OCT-1963"
"702",750,"MOT","well who's that ?","30-OCT-1963"
"703",751,"CHI","a mommy .","30-OCT-1963"
"704",752,"MOT","a mommy .","30-OCT-1963"
"705",753,"MOT","and who's this ?","30-OCT-1963"
"706",754,"CHI","a daddy .","30-OCT-1963"
"707",755,"MOT","Daddy .","30-OCT-1963"
"708",756,"MOT","and who's that ?","30-OCT-1963"
"709",757,"CHI","a daddy .","30-OCT-1963"
"710",758,"MOT","no who's that ?","30-OCT-1963"
"711",759,"CHI","a daddy .","30-OCT-1963"
"712",760,"MOT","xxx .","30-OCT-1963"
"713",761,"CHI","xxx ?","30-OCT-1963"
"714",762,"MOT","yeah .","30-OCT-1963"
"715",763,"CHI","see that .","30-OCT-1963"
"716",764,"MOT","that's who ?","30-OCT-1963"
"717",765,"CHI","my Nana .","30-OCT-1963"
"718",766,"MOT","that's your Nana yeah .","30-OCT-1963"
"719",767,"CHI","see that .","30-OCT-1963"
"720",768,"MOT","that's the sister .","30-OCT-1963"
"721",769,"CHI","sister ?","30-OCT-1963"
"722",770,"MOT","yeah .","30-OCT-1963"
"723",771,"CHI","duckie .","30-OCT-1963"
"724",772,"MOT","duckie yeah .","30-OCT-1963"
"725",773,"CHI","a xxx .","30-OCT-1963"
"726",774,"MOT","hm ?","30-OCT-1963"
"727",775,"CHI","xxx Mommy .","30-OCT-1963"
"728",776,"CHI","Mommy .","30-OCT-1963"
"729",777,"CHI","xxx doggy .","30-OCT-1963"
"730",778,"MOT","yeah .","30-OCT-1963"
"731",779,"CHI","doggy .","30-OCT-1963"
"732",780,"MOT","yeah .","30-OCT-1963"
"733",781,"CHI","xxx night_night dog .","30-OCT-1963"
"734",782,"MOT","what's the doggy say ?","30-OCT-1963"
"735",783,"CHI","wow+wow .","30-OCT-1963"
"736",784,"MOT","bow+wow .","30-OCT-1963"
"737",785,"MOT","what does kitty say ?","30-OCT-1963"
"738",786,"CHI","yyy .","30-OCT-1963"
"739",787,"MOT","what does the kitty say ?","30-OCT-1963"
"740",788,"CHI","neowo neowo .","30-OCT-1963"
"741",789,"MOT","you don't know !","30-OCT-1963"
"742",790,"CHI","xxx .","30-OCT-1963"
"743",791,"CHI","what .","30-OCT-1963"
"744",792,"MOT","what does the kitty say ?","30-OCT-1963"
"745",793,"CHI","neowo .","30-OCT-1963"
"746",794,"MOT","meowo .","30-OCT-1963"
"747",795,"CHI","xxx .","30-OCT-1963"
"748",796,"CHI","xxx boguc .","30-OCT-1963"
"749",797,"CHI","xxx boguc .","30-OCT-1963"
"750",798,"MOT","boguc you .","30-OCT-1963"
"751",799,"CHI","a a a .","30-OCT-1963"
"752",800,"CHI","xxx .","30-OCT-1963"
"753",801,"CHI","xxx .","30-OCT-1963"
"754",802,"CHI","xxx what kitty gone ?","30-OCT-1963"
"755",803,"CHI","xxx .","30-OCT-1963"
"756",804,"CHI","kitty .","30-OCT-1963"
"757",805,"CHI","where kitty .","30-OCT-1963"
"758",806,"CHI","xxx kitty .","30-OCT-1963"
"759",807,"MOT","xxx .","30-OCT-1963"
"760",808,"CHI","xxx kitty .","30-OCT-1963"
"761",809,"CHI","d t .","30-OCT-1963"
"762",810,"MOT","key .","30-OCT-1963"
"763",811,"CHI","d t d t .","30-OCT-1963"
"764",812,"CHI","where kitty ?","30-OCT-1963"
"765",813,"CHI","where kitty ?","30-OCT-1963"
"766",814,"MOT","what ?","30-OCT-1963"
"767",815,"CHI","where kitty ?","30-OCT-1963"
"768",816,"MOT","keys .","30-OCT-1963"
"769",817,"CHI","xxx .","30-OCT-1963"
"770",818,"CHI","xxx story .","30-OCT-1963"
"771",819,"CHI","I read story .","30-OCT-1963"
"772",820,"MOT","you want to read a story ?","30-OCT-1963"
"773",821,"MOT","alright .","30-OCT-1963"
"774",822,"MOT","you set there and read a story .","30-OCT-1963"
"775",823,"CHI","xxx .","30-OCT-1963"
"776",824,"CHI","Mommy ?","30-OCT-1963"
"777",825,"MOT","what ?","30-OCT-1963"
"778",826,"MOT","I'm right here .","30-OCT-1963"
"779",827,"MOT","come here .","30-OCT-1963"
"780",828,"CHI","yyy xxx .","30-OCT-1963"
"781",829,"CHI","yyy xxx .","30-OCT-1963"
"782",830,"CHI","yyy xxx .","30-OCT-1963"
"783",831,"MOT","go pick the book up .","30-OCT-1963"
"784",832,"CHI","0 .","30-OCT-1963"
"785",833,"MOT","have_to sing first .","30-OCT-1963"
"786",834,"CHI","yyy gay .","30-OCT-1963"
"787",835,"CHI","dab dab dab .","30-OCT-1963"
"788",836,"MOT","hey .","30-OCT-1963"
"789",837,"CHI","hi .","30-OCT-1963"
"790",838,"CHI","hah .","30-OCT-1963"
"791",839,"CHI","xxx my .","30-OCT-1963"
"792",840,"MOT","huh ?","30-OCT-1963"
"793",841,"CHI","Mommy .","30-OCT-1963"
"794",842,"CHI","dye dye dye .","30-OCT-1963"
"795",843,"CHI","xxx .","30-OCT-1963"
"796",844,"MOT","what ?","30-OCT-1963"
"797",845,"CHI","xxx .","30-OCT-1963"
"798",846,"CHI","here Mommy .","30-OCT-1963"
"799",847,"CHI","xxx .","30-OCT-1963"
"800",848,"MOT","what ?","30-OCT-1963"
"801",849,"CHI","want bag Mommy .","30-OCT-1963"
"802",850,"CHI","want bag Mommy .","30-OCT-1963"
"803",851,"CHI","want bag .","30-OCT-1963"
"804",852,"CHI","want bag .","30-OCT-1963"
"805",853,"MOT","what do you want a bag for ?","30-OCT-1963"
"806",854,"CHI","I wanna bag .","30-OCT-1963"
"807",855,"MOT","no it's not yours don't touch it .","30-OCT-1963"
"808",856,"CHI","I wanna bag .","30-OCT-1963"
"809",857,"CHI","I wanna bag .","30-OCT-1963"
"810",858,"MOT","xxx .","30-OCT-1963"
"811",859,"MOT","show me .","30-OCT-1963"
"812",860,"MOT","you want what ?","30-OCT-1963"
"813",861,"CHI","want bag .","30-OCT-1963"
"814",862,"CHI","want bag .","30-OCT-1963"
"815",863,"CHI","huh ?","30-OCT-1963"
"816",864,"MOT","hm ?","30-OCT-1963"
"817",865,"CHI","I wanna bag .","30-OCT-1963"
"818",866,"CHI","I wanna bag .","30-OCT-1963"
"819",867,"MOT","what .","30-OCT-1963"
"820",868,"CHI","I'm going .","30-OCT-1963"
"821",869,"MOT","where's it go ?","30-OCT-1963"
"822",870,"CHI","I'm going .","30-OCT-1963"
"823",871,"MOT","where ya going ?","30-OCT-1963"
"824",872,"MOT","hm ?","30-OCT-1963"
"825",873,"CHI","Mommy .","30-OCT-1963"
"826",874,"CHI","here .","30-OCT-1963"
"827",875,"MOT","oh !","30-OCT-1963"
"828",876,"MOT","why why don't you play with this ?","30-OCT-1963"
"829",877,"CHI","I wanna ride .","30-OCT-1963"
"830",878,"CHI","xxx .","30-OCT-1963"
"831",879,"CHI","I wanna ride my horse .","30-OCT-1963"
"832",880,"CHI","baby .","30-OCT-1963"
"833",881,"CHI","gone Mommy ?","11-NOV-1963"
"834",882,"CHI","all_gone ?","11-NOV-1963"
"835",883,"MOT","all_gone .","11-NOV-1963"
"836",884,"MOT","all_gone .","11-NOV-1963"
"837",885,"CHI","huh ?","11-NOV-1963"
"838",886,"MOT","it's all_gone .","11-NOV-1963"
"839",887,"CHI","gone ?","11-NOV-1963"
"840",888,"MOT","yeah .","11-NOV-1963"
"841",889,"MOT","come here Sarah .","11-NOV-1963"
"842",890,"CHI","0 .","11-NOV-1963"
"843",892,"MOT","come here .","11-NOV-1963"
"844",896,"MOT","xxx .","11-NOV-1963"
"845",897,"MOT","come .","11-NOV-1963"
"846",898,"CHI","0 .","11-NOV-1963"
"847",899,"MOT","come here and xxx put that back .","11-NOV-1963"
"848",900,"MOT","come over here .","11-NOV-1963"
"849",901,"MOT","xxx she's doing something new .","11-NOV-1963"
"850",902,"MOT","she can take that top off .","11-NOV-1963"
"851",904,"MOT","come on .","11-NOV-1963"
"852",905,"MOT","let's go get the babies .","11-NOV-1963"
"853",906,"CHI","yyy .","11-NOV-1963"
"854",908,"CHI","xxx .","11-NOV-1963"
"855",909,"CHI","a bunny .","11-NOV-1963"
"856",910,"MOT","that's Bugs .","11-NOV-1963"
"857",911,"CHI","Bug .","11-NOV-1963"
"858",912,"MOT","show them how nice Bugs works .","11-NOV-1963"
"859",913,"CHI","yyy .","11-NOV-1963"
"860",914,"MOT","what does Bugs say ?","11-NOV-1963"
"861",915,"MOT","you say it xxx .","11-NOV-1963"
"862",916,"CHI","xxx .","11-NOV-1963"
"863",917,"MOT","yeah .","11-NOV-1963"
"864",918,"CHI","ahhah .","11-NOV-1963"
"865",919,"CHI","again .","11-NOV-1963"
"866",920,"CHI","again .","11-NOV-1963"
"867",921,"CHI","yyy .","11-NOV-1963"
"868",923,"CHI","yyy .","11-NOV-1963"
"869",924,"MOT","I think his record is stuck .","11-NOV-1963"
"870",925,"CHI","xxx .","11-NOV-1963"
"871",926,"CHI","xxx .","11-NOV-1963"
"872",927,"CHI","yyy .","11-NOV-1963"
"873",928,"MOT","she usually says afterward what the bunny says .","11-NOV-1963"
"874",929,"CHI","hi xxx .","11-NOV-1963"
"875",930,"MOT","do what's up doc .","11-NOV-1963"
"876",931,"MOT","what did Bugs say ?","11-NOV-1963"
"877",932,"CHI","take it easy .","11-NOV-1963"
"878",933,"MOT","hm ?","11-NOV-1963"
"879",934,"CHI","see .","11-NOV-1963"
"880",935,"MOT","take it what .","11-NOV-1963"
"881",936,"CHI","easy .","11-NOV-1963"
"882",937,"CHI","take easy .","11-NOV-1963"
"883",938,"MOT","take it easy yeah .","11-NOV-1963"
"884",939,"CHI","xxx .","11-NOV-1963"
"885",940,"CHI","yyy .","11-NOV-1963"
"886",941,"CHI","I xxx .","11-NOV-1963"
"887",942,"CHI","I carrots .","11-NOV-1963"
"888",943,"MOT","yeah .","11-NOV-1963"
"889",944,"MOT","xxx .","11-NOV-1963"
"890",945,"CHI","I'm sleepy .","11-NOV-1963"
"891",946,"CHI","I'm sleepy .","11-NOV-1963"
"892",947,"CHI","with you .","11-NOV-1963"
"893",948,"MOT","what'd he say ?","11-NOV-1963"
"894",949,"CHI","hug tight .","11-NOV-1963"
"895",950,"MOT","hug me tight .","11-NOV-1963"
"896",951,"CHI","what's up doc .","11-NOV-1963"
"897",952,"MOT","what's up doc .","11-NOV-1963"
"898",953,"CHI","easy .","11-NOV-1963"
"899",954,"MOT","he's stuck .","11-NOV-1963"
"900",955,"CHI"," there .","11-NOV-1963"
"901",956,"MOT","there .","11-NOV-1963"
"902",957,"CHI","xxx .","11-NOV-1963"
"903",958,"MOT","tight ?","11-NOV-1963"
"904",959,"CHI","xxx .","11-NOV-1963"
"905",960,"MOT","here's your book .","11-NOV-1963"
"906",961,"MOT"," why don't you you read the book with Daddy .","11-NOV-1963"
"907",962,"MOT","wanna read the book with Daddy ?","11-NOV-1963"
"908",966,"CHI","Mommy .","11-NOV-1963"
"909",968,"CHI","xxx .","11-NOV-1963"
"910",969,"CHI","yyy .","11-NOV-1963"
"911",972,"CHI","baby .","11-NOV-1963"
"912",974,"CHI","baby .","11-NOV-1963"
"913",977,"CHI","coat .","11-NOV-1963"
"914",979,"CHI","coat .","11-NOV-1963"
"915",981,"CHI","hat .","11-NOV-1963"
"916",984,"CHI","xxx .","11-NOV-1963"
"917",986,"CHI","shoe ?","11-NOV-1963"
"918",987,"CHI","shoe .","11-NOV-1963"
"919",989,"CHI","a .","11-NOV-1963"
"920",990,"CHI","a .","11-NOV-1963"
"921",991,"CHI","xxx ?","11-NOV-1963"
"922",994,"CHI","dress .","11-NOV-1963"
"923",997,"CHI","xxx .","11-NOV-1963"
"924",999,"CHI","boy .","11-NOV-1963"
"925",1001,"CHI","xxx .","11-NOV-1963"
"926",1002,"CHI","a Mummy .","11-NOV-1963"
"927",1003,"CHI","yyy .","11-NOV-1963"
"928",1005,"CHI","see there ?","11-NOV-1963"
"929",1007,"CHI","right here ?","11-NOV-1963"
"930",1009,"CHI","Daddy .","11-NOV-1963"
"931",1011,"CHI","me .","11-NOV-1963"
"932",1013,"CHI","apple a pie .","11-NOV-1963"
"933",1015,"CHI","apple ?","11-NOV-1963"
"934",1018,"CHI","Sarah apple .","11-NOV-1963"
"935",1020,"CHI","right here ?","11-NOV-1963"
"936",1023,"CHI","cake .","11-NOV-1963"
"937",1024,"CHI","right there .","11-NOV-1963"
"938",1025,"CHI","see there .","11-NOV-1963"
"939",1027,"CHI","carrot ?","11-NOV-1963"
"940",1029,"CHI","a milk .","11-NOV-1963"
"941",1031,"CHI","bread .","11-NOV-1963"
"942",1033,"CHI","milk here ?","11-NOV-1963"
"943",1035,"CHI","milk here ?","11-NOV-1963"
"944",1038,"CHI","xxx .","11-NOV-1963"
"945",1040,"CHI","a yyy .","11-NOV-1963"
"946",1042,"CHI","yyy there .","11-NOV-1963"
"947",1044,"CHI","bed .","11-NOV-1963"
"948",1047,"CHI","broom ?","11-NOV-1963"
"949",1050,"CHI","there .","11-NOV-1963"
"950",1053,"CHI","right here .","11-NOV-1963"
"951",1055,"CHI","a yyy .","11-NOV-1963"
"952",1057,"CHI","table .","11-NOV-1963"
"953",1059,"CHI","xxx ?","11-NOV-1963"
"954",1060,"CHI","xxx .","11-NOV-1963"
"955",1062,"CHI","table xxx ?","11-NOV-1963"
"956",1065,"CHI","horsie .","11-NOV-1963"
"957",1067,"CHI","my horsie .","11-NOV-1963"
"958",1069,"CHI","my horsie there .","11-NOV-1963"
"959",1071,"CHI","room .","11-NOV-1963"
"960",1074,"CHI","my teddy+bear .","11-NOV-1963"
"961",1076,"CHI","xxx .","11-NOV-1963"
"962",1077,"CHI","see there .","11-NOV-1963"
"963",1080,"CHI","a xxx .","11-NOV-1963"
"964",1082,"CHI","a bike .","11-NOV-1963"
"965",1084,"CHI","my bike all_gone .","11-NOV-1963"
"966",1087,"CHI","car .","11-NOV-1963"
"967",1089,"CHI","car .","11-NOV-1963"
"968",1090,"CHI","xxx .","11-NOV-1963"
"969",1091,"CHI","tree .","11-NOV-1963"
"970",1092,"CHI","tree .","11-NOV-1963"
"971",1093,"CHI","tree .","11-NOV-1963"
"972",1095,"CHI","tree ?","11-NOV-1963"
"973",1097,"CHI","more tree there .","11-NOV-1963"
"974",1099,"CHI","store ?","11-NOV-1963"
"975",1101,"CHI","yyy pear .","11-NOV-1963"
"976",1103,"CHI","Daddy store .","11-NOV-1963"
"977",1105,"CHI","xxx ?","11-NOV-1963"
"978",1107,"CHI","work ?","11-NOV-1963"
"979",1108,"CHI","yyy .","11-NOV-1963"
"980",1110,"CHI","yyy .","11-NOV-1963"
"981",1111,"CHI","my yyy there .","11-NOV-1963"
"982",1113,"CHI","a bird .","11-NOV-1963"
"983",1114,"MOT","0 .","11-NOV-1963"
"984",1115,"MOT","she was saying my duckie .","11-NOV-1963"
"985",1117,"CHI","bird ?","11-NOV-1963"
"986",1120,"CHI","my duckie .","11-NOV-1963"
"987",1121,"MOT","your duckie .","11-NOV-1963"
"988",1122,"CHI","0 .","11-NOV-1963"
"989",1123,"MOT","no he stays there .","11-NOV-1963"
"990",1124,"CHI","stay there ?","11-NOV-1963"
"991",1125,"MOT","what's this ?","11-NOV-1963"
"992",1126,"CHI","a monkey .","11-NOV-1963"
"993",1127,"CHI","monkey .","11-NOV-1963"
"994",1128,"MOT","what's this up here ?","11-NOV-1963"
"995",1129,"CHI","a kitty .","11-NOV-1963"
"996",1130,"MOT","a kitty .","11-NOV-1963"
"997",1131,"MOT","and what's that ?","11-NOV-1963"
"998",1132,"CHI","a doggie .","11-NOV-1963"
"999",1133,"MOT","have you got a doggie ?","11-NOV-1963"
"1000",1134,"CHI","0 .","11-NOV-1963"
"1001",1135,"MOT","what's your doggie's name ?","11-NOV-1963"
"1002",1136,"CHI","Sarah .","11-NOV-1963"
"1003",1137,"MOT","no what's your doggie's name ?","11-NOV-1963"
"1004",1138,"CHI","yyy .","11-NOV-1963"
"1005",1139,"MOT","no what's your doggie's name ?","11-NOV-1963"
"1006",1140,"CHI","Mikey .","11-NOV-1963"
"1007",1141,"MOT","huh ?","11-NOV-1963"
"1008",1142,"CHI","Mikey .","11-NOV-1963"
"1009",1143,"MOT","Mike is your doggie's name .","11-NOV-1963"
"1010",1144,"MOT","where's Mike ?","11-NOV-1963"
"1011",1145,"CHI","Mike gone .","11-NOV-1963"
"1012",1146,"MOT","he's out .","11-NOV-1963"
"1013",1147,"CHI","out ?","11-NOV-1963"
"1014",1148,"MOT","mhm .","11-NOV-1963"
"1015",1149,"CHI","xxx ?","11-NOV-1963"
"1016",1150,"CHI","yyy .","11-NOV-1963"
"1017",1151,"MOT","he's outside .","11-NOV-1963"
"1018",1152,"CHI","yyy .","11-NOV-1963"
"1019",1153,"CHI","xxx .","11-NOV-1963"
"1020",1154,"MOT","don't fall .","11-NOV-1963"
"1021",1155,"CHI","xxx .","11-NOV-1963"
"1022",1156,"MOT","xxx push the chair closer so you won't fall .","11-NOV-1963"
